id,image_id,question,label
1525,1525.png,"Points $S$, $T$, and $U$ are the midpoints of $\overline{DE}$, $\overline{EF}$, and $\overline{DF}$, respectively. Find $x$.",4
1526,1526.png,$\overline{AB}$ and $\overline{CB}$ are tangent to $\odot D$. Find the value of $x$.,20
1527,1527.png,Find the area of the shaded region. Assume that the polygon is regular unless otherwise stated. Round to the nearest tenth.,139.1
1528,1528.png,Find $AB$.,29
1529,1529.png,Find x.,8 \sqrt { 3 }
1530,1530.png,$ \triangle WXY $  and $ \triangle XYZ $ are isosceles and $m∠XYZ = 128$. Find the measure of $∠XWY$.,52
1531,1531.png,"If $\overline{W P}$ is a perpendicular bisector, $m \angle WHA=8 q+17$, $m \angle HWP=10+q$, $AP=6 r+4$, and $PH=22+3 r$, find $r$.",6
1532,1532.png,Find the length of $\widehat {BC}$.,2.20
1533,1533.png,Find $JK$.,14
1534,1534.png,What is the length of $R T ?$,5 \sqrt { 2 }
1535,1535.png,"If $\overline{QR} \| \overline{XY}, XQ=15, QZ=12$, and $YR=20$, what is the length of $\overline{RZ}$.",16
1536,1536.png,Find x.,5
1537,1537.png,Find the area of the quadrilateral.,499.5
1538,1538.png,For isosceles trapezoid $X Y Z W$ find $m \angle Z$,110
1539,1539.png,"$\overline{JH}, \overline{JP},$ and $\overline{PH}$ are midsegments of $\triangle KLM$. Find $x$.",57
1540,1540.png,Find x.,9
1541,1541.png,Find the perimeter of the triangle. Round to the nearest tenth if necessary.,36
1542,1542.png,find tan A,\frac { 15 } { 16 }
1543,1543.png,Find $x$.,16
1544,1544.png,Find $m \angle 2$.,52
1545,1545.png,"If $m \angle S=3x$ and $m \angle V=x+16$, find $m \angle S$.",24
1546,1546.png,Find the value of the variable $x$ in the figure.,40
1547,1547.png,"If $\overrightarrow{AC}$ bisects $\angle DAB, BC=4x+8,$ and $DC=9x-7$, find $BC$.",20
1548,1548.png,"In $\odot O, \overline{E C}$ and $\overline{A B}$ are diameters, and $\angle B O D \cong \angle D O E \cong \angle E O F \cong \angle F O A$
Find $m\widehat{A D C}$",270
1549,1549.png,Find x.,38.1
1550,1550.png,Find the area of the shaded sector. Round to the nearest tenth.,39.3
1551,1551.png,Find y.,\frac { 12 } { 5 } \sqrt { 11 }
1552,1552.png,"In the figure, $m∠11 = 62$ and $m∠14 = 38$. Find the measure of $\angle 2$.",80
1553,1553.png,$\odot P$ is inscribed in equilateral triangle $LMN$. What is the circumference of $\odot P$?,\frac { 8 } { \sqrt 3 } \pi
1554,1554.png,Find the area of the shaded region. Round to the nearest tenth.,7.9
1555,1555.png,"In the figure, $m ∠1 = 53$. Find the measure of $∠4$.",127
1556,1556.png,Find $m\angle S$,123
1557,1557.png,Find x. Round to the nearest hundredth.,7.21
1558,1558.png,Find $SP$.,17
1559,1559.png,Find the area of the triangle. Round to the nearest tenth if necessary.,240
1560,1560.png,Find $ m ∠RSU $ so that $ m \parallel n $.,124
1561,1561.png,Find $m \angle 7$.,57
1562,1562.png,Use parallelogram ABCD to find $x$,5
1563,1563.png,Find x,20
1564,1564.png,Find $m \angle 3$.,82
1565,1565.png,Solve for $x$.,6
1566,1566.png,Find the measure of the altitude drawn to the hypotenuse.,8 \sqrt { 2 }
1567,1567.png,The height of a triangle is 5 centimeters more than its base. The area of the triangle is 52 square centimeters. Find the height.,13
1568,1568.png,Find $m\angle Y$,68
1569,1569.png,Find the area of the shaded region. Round to the nearest tenth.,37.4
1570,1570.png,"In $\odot P$, $RT=11$, find $m \widehat {QRS}$. Round to the nearest hundredth.",19.01
1571,1571.png,Find $z$.,14
1572,1572.png,Find the measure of $\angle2$.,70
1573,1573.png,"If $QT=11$, what is $QU$.",11
1574,1574.png,Find the value of the variable $x$ in the figure.,42
1575,1575.png,find $tanS$,0.75
1576,1576.png,Find $x$.,3
1577,1577.png,"Find $G K$ if $G I=14, G H=7,$ and $K J=6$",6
1578,1578.png,$m \widehat{J H}=114$ Find $m\angle 1$,33
1579,1579.png,"In the figure, $ \overline{GK} \cong \overline{GH}$ and $ \overline{HK} \cong \overline{KJ}$. If $m \angle HGK=42$, find $m \angle HJK$.",34.5
1580,1580.png,"Lines $l$, $m$, and $n$ are perpendicular bisectors of $\triangle PQR$ and meet at $T$. If $TQ = 2x$, $PT = 3y - 1$, and $TR = 8$, find $x$.",4
1581,1581.png,"$WXYZ$ is a rhombus. If $m \angle XYZ=110$, find $m \angle ZWY$.",55
1582,1582.png,"Equilateral pentagon $P Q R S T$ is inscribed in $\odot U$.
Find $m \angle P T S$",144
1583,1583.png,Find $x$ so that $m || n$.,39
1584,1584.png,"In the figure, $\overline{A B} \parallel \overline{C E} .$ If $D A=6,$ what is $D B ?$",6
1585,1585.png,Find the perimeter of the parallelogram.,116
1586,1586.png,"GRID IN In the figure, the radius of circle $A$ is twice the radius of circle $B$ and four times the radius of circle $C .$ If the sum of the circumferences of the three circles is $42 \pi,$ find the measure of $\overline{A C}$",27
1587,1587.png,Find $m \angle H$.,54
1588,1588.png,Find $m \angle 1$.,38
1589,1589.png,Find x.,13 \sqrt { 2 }
1590,1590.png,Find $x$.,45
1591,1591.png,Find $y$ in the figure.,15
1592,1592.png,"The diagonals of rhombus FGHJ intersect at K. 
If $m\angle FJH = 82$, find $m\angle KHJ$.",49
1593,1593.png,Find x. Round the side measure to the nearest tenth.,3.8
1594,1594.png,Find $x$.,4.5
1595,1595.png,Find $x$.,4
1596,1596.png,Find y,4 \sqrt { 3 }
1597,1597.png,Find x.,10
1598,1598.png,"Given figure $A B C D$, with $\overline{A B} \| \overline{D C}, m \angle B=60, m \angle D=45, B C=8$
and $A B=24,$ find the perimeter.",52 + 4 \sqrt { 3 } + 4 \sqrt { 6 }
1599,1599.png,Find $m \widehat {PO}$.,112
1600,1600.png,Find the measure of the altitude drawn to the hypotenuse.,3 \sqrt { 5 }
1601,1601.png,Find the measure of $\angle 1$.,55
1602,1602.png,Find y,6 \sqrt { 42 }
1603,1603.png,Express the ratio of $\tan A$ as a decimal to the nearest hundredth.,0.42
1604,1604.png,Find $y$ so that each quadrilateral is a parallelogram.,16
1605,1605.png,Use parallelogram WXYZ to find $m\angle WZY$,75
1606,1606.png,"If $\overline{PR} \| \overline{KL}, KN=9, LN=16,$ and $PM=2KP$, find $ML$.",20
1607,1607.png,Find the area of the figure. Round to the nearest tenth if necessary.,408
1608,1608.png,"In the figure, $m ∠ 12 = 64$. Find the measure of $ \angle 8$.",116
1609,1609.png,"Use rhombus XYZW with $m \angle W Y Z=53, V W=3$, $X V=2 a-2,$ and $Z V=\frac{5 a+1}{4}$
Find  XZ",8
1610,1610.png,Find the area of the figure. Round to the nearest tenth if necessary.,239
1611,1611.png,Find $x$.,66
1612,1612.png,"Points $S$, $T$, and $U$ are the midpoints of $\overline{DE}$, $\overline{EF}$, and $\overline{DF}$, respectively. Find $y$.",5.8
1613,1613.png,Find x to the nearest tenth.,9.67
1614,1614.png,"In the figure, $QR \| TS$, $QT \| RS$, and $m \angle 1=131$. Find the measure of $\angle 6$.",131
1615,1615.png,Find $\widehat{D G}$ if $m \angle D G I=24$ and $r=6$,\frac { 22 } { 5 } \pi
1616,1616.png,Find z.,8
1617,1617.png,Find x.,\sqrt { 11 }
1618,1618.png,"If $ABCD$ is a kite, Find $m \angle C$",70
1619,1619.png,Find x.,32
1620,1620.png,"In the figure, $m ∠1 = 58 $, $m ∠2 = 47 $, and $m ∠3 = 26 $. Find the measure of $∠8$.",73
1621,1621.png,"Quadrilateral ABCD is a rhombus. If $m\angle BCD = 120$, find $m\angle DAC$.",60
1622,1622.png,"In the figure, $m∠3 = 110$ and $m ∠ 12 = 55$. Find the measure of $∠6$.",110
1623,1623.png,Find $m∠D$.,104
1624,1624.png,"Rhombus $QRST$ has an area of 137.9 square meters. If $RT$ is 12.2 meters, find $QS$.",22.6
1625,1625.png,Find $\angle W$,134
1626,1626.png,"If $A B=32$ and $F C=11,$ find $F E$",\sqrt { 135 }
1627,1627.png,"If $\overline{P Q} \cong \overline{Q S}$, $\overline{Q R} \cong \overline{R S}$, and $m \angle P R S=72$, what is the measure of $\angle Q P S$ ?",27
1628,1628.png,Find $x$ so that the quadrilateral is a parallelogram,11
1629,1629.png,Find $y$.,3
1630,1630.png,Solve for $x$.,5
1631,1631.png,"In $\odot R, S U=20, Y W=20,$ and $m \widehat{Y X}=45$.
Find $m\widehat{Y W}$",90
1632,1632.png,Find x. Assume that any segment that appears to be tangent is tangent.,4
1633,1633.png,Find $x$. $A = 78$ cm$^2$.,8.0
1634,1634.png,"Quadrilateral ABCD is a rhombus. If $m\angle BCD$ = 64, find $m\angle BAC$.",32
1635,1635.png,Find $QR$.,25
1636,1636.png,"In $\odot C$, $m \angle HCG=2x$ and $m \angle HCD=6x+28$, find $m \widehat {HD}$.",142
1637,1637.png,Find the area of the triangle. Round to the nearest hundredth.,6.02
1638,1638.png,The two polygons are similar. Then find y.,20.5
1639,1639.png,Find the area of $ \triangle JKM$.,21
1640,1640.png,Find $\angle 3$,110
1641,1641.png,Use parallelogram to find $y$,63.5
1642,1642.png,Find DE,4
1643,1643.png,"In the figure, $ m ∠1 = 3a + 40 $, $ m ∠2 = 2a + 25 $, and $ m ∠3 = 5b - 26 $. Find $a$.",23
1644,1644.png,Find x,\frac { 3 } { 7 }
1645,1645.png,Find the area of the regular polygon. Round to the nearest tenth.,62.4
1646,1646.png,Find the length of $XW$,9
1647,1647.png,"In rhombus $A B C D, A B=2 x+3$ and $B C=5 x$. Find $m \angle B C D$ if $m \angle A B C=83.2$",96.8
1648,1648.png,"$m∠11 = 4x$, $m∠12 = 2x -6 $. Find the measure of $\angle 11$.",124
1649,1649.png,Find $y$ so that each quadrilateral is a parallelogram.,6
1650,1650.png,Find x.,10
1651,1651.png,Find x,6
1652,1652.png,Trapezoid $NOPQ$ has an area of 250 square inches. Find the height of $NOPQ$.,10
1653,1653.png,"For the pair of similar figures, find the area of the green figure.",12.5
1654,1654.png,"Find the area of the figure. Round to the nearest hundredth, if necessary.",4
1655,1655.png,Find x. Assume that segments that appear to be tangent are tangent.,2.37
1656,1656.png,Find the area of the trapezoid.,84
1657,1657.png,Find x.,42
1658,1658.png,Find $JK$.,8
1659,1659.png,"If XM = 4, XN = 6, and NZ = 9, find XY.",10
1660,1660.png,Find $m\angle Q$,121
1661,1661.png,Find $y$.,2
1662,1662.png,Find $x$.,7
1663,1663.png,Find x. Round to the nearest tenth.,8.0
1664,1664.png,Find $DE$.,7.5
1665,1665.png,Find $TR$.,4
1666,1666.png,Find the measure of $ \angle 4 $ if $l  \parallel m$  and $m \angle 1 = 105$.,75
1667,1667.png,Find $F B$ if $\overline{S A}$ and $\overline{F B}$ are altitudes and $\triangle R S T \sim \triangle E F G$,2
1668,1668.png,What is the perimeter of the right triangle below? Round your answer to the nearest tenth if necessary.,33.5
1669,1669.png,Find y.,45
1670,1670.png,Find the area of the kite.,178.5
1671,1671.png,Find $m∠MRQ$ so that $a || b$.,77
1672,1672.png,Find x.,14
1673,1673.png,Find $\angle 2$,47
1674,1674.png,Find x. Round the side measure to the nearest tenth.,50.6
1675,1675.png,Find $m \angle H$.,106
1676,1676.png,Find the value of $x$ in the figure below.,128
1677,1677.png,Find x. Assume that segments that appear to be tangent are tangent.,3
1678,1678.png,Find the measure of $∠R$ to the nearest tenth.,39.6
1679,1679.png,"If $A D=24,$ find $C N$",12
1680,1680.png,Find $x$.,135
1681,1681.png,Refer to trapezoid $CDFG$ with median $\overline{HE}$. Find $GF$.,30
1682,1682.png,Find x.,\frac { 15 \sqrt { 2 } } { 2 }
1683,1683.png,Find the area of the rhombus.,60
1684,1684.png,Quadrilateral ABCD is a rectangle. $m\angle 2 = 40$. Find $m \angle 7$,40
1685,1685.png,Find the value of the variable w.,8
1686,1686.png,"Quadrilateral $ABCD$ is a rhombus. If $DB = 2x – 4$ and $PB = 2x – 9$, find $PD$.",5
1687,1687.png,Find $m \angle 3$.,51
1688,1688.png,Find $x$ so that each quadrilateral is a parallelogram.,8
1689,1689.png,Find $z$.,10 \sqrt { 5 }
1690,1690.png,Find $m \angle X$,108
1691,1691.png,"Use the figure to find the indicated variable. If $m \angle 4 = 2x - 17$ and $m \angle 1 = 85$, find $x$.",56
1692,1692.png,"In $\odot D, \overline{D E} \cong \overline{E C}, m \widehat{C F}=60,$ and
$\overline{D E} \perp \overline{E C} .$ Find $m \angle 5$",30
1693,1693.png,Find the area of the figure.,64
1694,1694.png,Find x.,20
1695,1695.png,"In $\odot A$, $WX=XY=22$. Find $AB$.",10
1696,1696.png,Find x,91
1697,1697.png,Find the measure of $\angle 2$.,25
1698,1698.png,"If $a=10 \sqrt{3},$ find $y$",15 \sqrt { 3 }
1699,1699.png,"In the figure, $m∠1 = 94$. Find the measure of $\angle 3$.",94
1700,1700.png,Use parallelogram ABCD to find $y$,6
1701,1701.png,"Find $B C$ if $B E=24, C D=32,$ and $A B=33$",11
1702,1702.png,Find the exact circumference of the circle.,9 \pi
1703,1703.png,Find x. Round side measures to the nearest tenth.,19.3
1704,1704.png,Find $x$ so that $ m \parallel n $.,21.6
1705,1705.png,Find $x$. Round to the nearest tenth.,44.0
1706,1706.png,Find the area of the shaded region formed by the circle and regular polygon. Round to the nearest tenth.,1.9
1707,1707.png,Find $y$ and so that each quadrilateral is a parallelogram.,\frac { 4 } { 3 }
1708,1708.png,"Find $AC$ if $AC=x-3$, $BE=20, AB=16,$ and $CD=x+5$",32
1709,1709.png,Find $RS$.,25
1710,1710.png,Find $RS$.,8
1711,1711.png,Find the measure of $\angle DFB$ on $\odot F$ with diameter $\overline{AC} $.,165
1712,1712.png,"For the pair of similar figures, find the area of the green figure.",81
1713,1713.png,Find y. Round to the nearest tenth.,33.4
1714,1714.png,Find y,45
1715,1715.png,Find $x$ so that $ m \parallel n $.,11.375
1716,1716.png,"$a=14, b=48,$ and $c=50$ find $cosB$",0.28
1717,1717.png,Find the value of $x$.,58
1718,1718.png,"In the figure, $m \angle 1=4 p+15$, $m \angle 3=3 p-10$ and $m \angle 4=6 r+5 $. Find the value of $r$.",10
1719,1719.png,Find $m∠1$.,67
1720,1720.png,"In the figure, $m∠1 = 50$ and $m∠3 = 60$. Find the measure of $\angle 7$.",110
1721,1721.png,Find $x$ in each figure.,31
1722,1722.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,80
1723,1723.png,Find $x$.,45
1724,1724.png,The segment is tangent to the circle. Find the value of $x$.,6
1725,1725.png,Find $m \angle A G D$,90
1726,1726.png,Find x.,24
1727,1727.png,Find z,25
1728,1728.png,Find $x$.,81.5
1729,1729.png,Use parallelogram $ABCD$ to find $m \angle BCD$,115
1730,1730.png,Find $m \angle K$.,46
1731,1731.png,"Use rectangle LMNP, parallelogram LKMJ to solve the problem.
If $m \angle M J N=35,$ find $m \angle M P N$",17.5
1732,1732.png,Find x,\frac { 56 } { 5 }
1733,1733.png,Find $m \angle 2$.,34
1734,1734.png,"In the triangle, what is the measure of $∠Z$?",18
1735,1735.png,Find the measure of $\angle 3$ in the figure.,25
1736,1736.png,Find x. Round to the nearest tenth.,7.2
1737,1737.png,Find x.,6 \sqrt { 2 }
1738,1738.png,"$a=8, b=15,$ and $c=17$ find $tanA$",0.53
1739,1739.png,Find $x$ so that $ m \parallel n $.,- 8
1740,1740.png,Find $x$.,70
1741,1741.png,Find the measure of $∠T$ to the nearest tenth.,61.4
1742,1742.png,Find the area of the figure. Round to the nearest tenth if necessary.,39.4
1743,1743.png,Find the measure of the altitude drawn to the hypotenuse.,3 \sqrt { 5 }
1744,1744.png,Find the circumference of $\odot S$. Round to the nearest hundredth.,40.83
1745,1745.png,Find the value of x.,8
1746,1746.png,"In $\odot F, \overline{F H} \cong \overline{F L}$ and $\mathrm{FK}=17$.
Find KM",30
1747,1747.png,"In $\odot F, m \angle D F A=50$ and $\overline{C F} \perp \overline{F B}$. Find $m \widehat{B E}$",50
1748,1748.png,Find $RT$.,15
1749,1749.png,Find $x$.,48
1750,1750.png,"A plane travels from Des Moines to Phoenix, on to Atlanta, and back to Des Moines, as shown below. Find the distance in miles from Des Moines to Phoenix if the total trip was 3482 miles.",1153
1751,1751.png,Parallelogram MNPQ is shown. What is the value of $x$?,13
1752,1752.png,"In the figure, $m∠4 = 104$, $m∠14 = 118$. Find the measure of $\angle 9$.",62
1753,1753.png,"If $TU=14$, what it the radius of $\odot Q$.",7
1754,1754.png,"$\overline{TV}$ is tangent to the circle, and R and S are points on the circle. What is the value of x to the nearest tenth?",5.7
1755,1755.png,Find x. Round side measures to the nearest tenth.,7.7
1756,1756.png,Find $MP$.,8
1757,1757.png,Find the area of the kite.,110
1758,1758.png,"Use rectangle LMNP, parallelogram LKMJ to solve the problem.
If $m \angle L M P=m \angle P M N,$ find $m \angle P J L$",90
1759,1759.png,Find the area of the shaded sector. Round to the nearest tenth.,4.5
1760,1760.png,Find $CP$.,8
1761,1761.png,Find $y$ so that each quadrilateral is a parallelogram.,24
1762,1762.png,Find x in the figure.,16
1763,1763.png,Solve for x in the figure.,8
1764,1764.png,Each pair of polygons is similar. Find y,14
1765,1765.png,Find x.,2 \sqrt { 221 }
1766,1766.png,Find the area of the figure. Round to the nearest tenth if necessary.,54
1767,1767.png,"In the figure, $m ∠1 = 58 $, $m ∠2 = 47 $, and $m ∠3 = 26 $. Find the measure of $∠6$.",75
1768,1768.png,Find $m\angle K$,62
1769,1769.png,"In the figure, $ \overline{GK} \cong \overline{GH}$ and $ \overline{HK} \cong \overline{KJ}$. If $m \angle HGK=28$, find $m \angle HJK$.",38
1770,1770.png,"In the figure, $m ∠ 12 = 64$. Find the measure of $ \angle 4$.",64
1771,1771.png,Find the measure of $\angle 2$ if $m \angle D G F=53$ and $m \angle A G C=40$.,50
1772,1772.png,Find the perimeter of $\triangle Q R S$ if $\triangle Q R S \sim \triangle Q T P$,14
1773,1773.png,Find x,\frac { 40 } { 3 }
1774,1774.png,Find $m \angle 4$.,15
1775,1775.png,Find x,8 \sqrt { 3 }
1776,1776.png,$RP=3.5$ and $JP=9$. Find $PL$.,7
1777,1777.png,$m \widehat{G H}=78$ Find $m\angle 1$,39
1778,1778.png,Find $x$ in the figure.,3
1779,1779.png,Solve for x in the figure below.,7
1780,1780.png,"In parallelogram $ABCD$, $\overline{BD}$ and $\overline{AC}$ intersect at $E$. If $AE = 9$, $BE = 3x - 7$, and $DE = x + 5$, find $x$.",6
1781,1781.png,Find the area of the shaded region. Assume that the polygon is regular unless otherwise stated. Round to the nearest tenth.,42.1
1782,1782.png,Find x.,0.5
1783,1783.png,Find the measure of $∠A$ to the nearest tenth.,16.7
1784,1784.png,"In $\triangle PQR$, $ZQ=3a-11$, $ZP=a+5$, $PY=2 c-1$, $YR=4 c-11$, $m \angle PRZ=4 b-17$, $m \angle ZRQ=3 b-4$, $m \angle QYR=7 b+6$, and $m \angle PXR=2 a+10$.  Find $PR$ if $\overline{QY}$ is a median.",18
1785,1785.png,Find the measure of $\angle 2$.,110
1786,1786.png,"In $\triangle ACE$, $P$ is the centroid. $PF=6$ and $AD=15$. Find $AP$.",10
1787,1787.png,Find $m \angle K$.,117
1788,1788.png,Find x to the nearest tenth. Assume that segments that appear to be tangent are tangent.,17.1
1789,1789.png,"Quadrilateral $RSTU$ is circumscribed about $\odot J$. If the preimeter is $18$ units, find $x$.",1.5
1790,1790.png,Find x. Round to the nearest tenth.,7.1
1791,1791.png,Find z.,20 \sqrt { 5 }
1792,1792.png,$ \triangle WXY $  and $ \triangle XYZ $ are isosceles and $m∠XYZ = 128$. Find the measure of $∠YZX$.,26
1793,1793.png,Find x.,8 \sqrt { 2 }
1794,1794.png,Find x,3
1795,1795.png,"In the figure, $m ∠9 = 75$. Find the measure of $\angle 8$.",105
1796,1796.png,Find $m\angle 2$.,151
1797,1797.png,Find $m \widehat {PM}$.,144
1798,1798.png,Find $m \angle C$.,49
1799,1799.png,Find $x$ so that $p \parallel q$.,44
1800,1800.png,"In $\odot A, m \angle E A D=42$. Find $m \widehat{C D}$",138
1801,1801.png,Find the area of the kite.,60
1802,1802.png,What is the area of the sector?,\frac { \pi } { 4 }
1803,1803.png,Find y.,5 \sqrt { 3 }
1804,1804.png,"Find the exact value of $DE,$ given $AD=12$ and $BD=4$",2 \sqrt { 3 }
1805,1805.png,What is the value of x in the figure below?,7
1806,1806.png,What is the ratio of the measure of $\angle A C B$ to the measure of $\angle A O B ?$,0.5
1807,1807.png,Express the ratio of $\tan X$ as a decimal to the nearest hundredth.,3.43
1808,1808.png,Find $x$.,4
1809,1809.png,WXYZ is a parallelogram. Find $m \angle Y Z W$,115
1810,1810.png,"If $\overline{E B} \parallel \overline{D C},$ find $x$",9.5
1811,1811.png,Square $F G H J$ is inscribed in $\odot K$. Find the measure of a central angle.,90
1812,1812.png,Find $m \widehat{B C A}$,180
1813,1813.png,Find the value of $x$.,55
1814,1814.png,Find the area of the figure. Round to the nearest tenth if necessary.,154.1
1815,1815.png,Find $BC$.,23
1816,1816.png,"Circles $G, J,$ and $K$ all intersect at $L$ If $G H=10,$ Find FG.",10
1817,1817.png,Find the measure of $\angle 3$.,49
1818,1818.png,Find x. Round the side measure to the nearest tenth.,13.1
1819,1819.png,Find $TY$.,7.5
1820,1820.png,"In $\odot S, m \angle T S R=42$
Find $m\widehat{KRT}$",222
1821,1821.png,"If $m \angle 2=70-4 x$ and $m \angle 5=18 x-8,$ find $m \angle 5$",28
1822,1822.png,Find $x$.,152
1823,1823.png,Find y.,6 \sqrt { 3 }
1824,1824.png,"Circle $L$ has a radius of 32 centimeters. $\overline{L H} \perp \overline{G J},$ and $G J=40$ centimeters. Find $L K$",\sqrt { 624 }
1825,1825.png,Find the value of the variable $x$ in the figure.,63
1826,1826.png,Use parallelogram PQRS to find $QR$,3
1827,1827.png,The area of a circle is 20 $\pi$ square centimeters. What is its circumference?,4 \sqrt 5 \pi
1828,1828.png,Find the area of the figure. Round to the nearest tenth if necessary.,99
1829,1829.png,"In the figure, below, square $A B C D$ is attached to $\triangle A D E$ as shown. If $m \angle E A D$ is $30^{\circ}$ and $A E$ is equal to $4 \sqrt{3}$, then what is the area of square $A B C D $?",64
1830,1830.png,Find $z$ in the figure.,13.5
1831,1831.png,Find $m \angle 1$.,62
1832,1832.png,Find the area of the shaded region. Assume that all polygons that appear to be regular are regular. Round to the nearest tenth.,271.2
1833,1833.png,Polygon $BCDE$ $\cong$ polygon $RSTU$. Find $z$.,3
1834,1834.png,Each pair of polygons is similar. Find CD,\frac { 10 } { 3 }
1835,1835.png,"Polygon ABCD ~ polygon AEFG, $m\angle AGF = 108$, GF = 14, AD = 12, DG = 4.5, EF = 8, and AB = 26.
Find AG",7.5
1836,1836.png,"Find the perimeter of the $\triangle WZX$, if $\triangle WZX \sim \triangle SRT$, $ST=6, WX=5$, and the perimeter of $\triangle SRT=15$.",12.5
1837,1837.png,Find $m \angle 2$.,39
1838,1838.png,"Quadrilateral $ABCD$ is a rhombus. If $m\angle BCD = 54$, find $m\angle BAC$.",27
1839,1839.png,"If $AC = 12$ and $AB = 25$, what is the measure of $∠B$ to the nearest tenth?",28.7
1840,1840.png,Find $RS$.,20
1841,1841.png,Find $y$.,3
1842,1842.png,Find $m\angle F$,116
1843,1843.png,"$UJ=9, VJ=3$, and $ZT=18$. Find $JT$.",6
1844,1844.png,"In the figure consisting of squares $A$, $B$, and $C$, $JK = 2KL$ and $KL = 2LM$. If the perimeter of the figure is 66 units, what is the area?",189
1845,1845.png,Find $m\angle R$,150
1846,1846.png,Trapezoid MNPQ has an area of 360 square feet. Find the length of $\overline{MN}$.,14
1847,1847.png,$\triangle ABC$ is an isosceles triangle with base $BC$. What is the perimeter of the triangle?,40
1848,1848.png,$\overline{RS}$ bisects $\angle VRU$. Solve for $x$.,10
1849,1849.png,Find $x$. $A = 104$ ft$^2$.,6.3
1850,1850.png,Find x.,\frac { 15 } { 2 } \sqrt { 3 }
1851,1851.png,Find the perimeter of the triangle. Round to the nearest hundredth.,28.52
1852,1852.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,480
1853,1853.png,Find y,4 \sqrt { 3 }
1854,1854.png,Find x.,12
1855,1855.png,Find y,28
1856,1856.png,"In rhombus LMPQ, $m \angle Q L M=2 x^{2}-10$, $m \angle Q P M=8 x$,  and $M P=10$ . 
Find $m\angle LQP$",140
1857,1857.png,Find z.,10 \sqrt { 2 }
1858,1858.png,"In the figure, $m ∠ 12 = 64$. Find the measure of $ \angle 9$.",116
1859,1859.png,Find the area of the quadrilateral.,104
1860,1860.png,Find x.,7 \sqrt { 3 }
1861,1861.png,Find y,\sqrt { 33 }
1862,1862.png,Find $x$.,2
1863,1863.png,Find $m \angle 2$.,52
1864,1864.png,Find the area of the figure.,150
1865,1865.png,"In the figure, $m∠11 = 62$ and $m∠14 = 38$. Find the measure of $\angle 12$.",118
1866,1866.png,Find y.,7
1867,1867.png,Find $KL$.,6
1868,1868.png,Find $m \angle ACD$.,44
1869,1869.png,"For the pair of similar figures, use the given areas to find $x$.",35
1870,1870.png,Find the area of $▱EFGH$.,90
1871,1871.png,Use parallelogram to find $b$,3
1872,1872.png,"$∠6$ and $∠8$ are complementary, $m∠8 = 47$. Find the measure of $\angle 6$.",43
1873,1873.png,"If $R T=15, Q P=21,$ and $P T=8,$ find $T S$",20
1874,1874.png,Find x.,2 \sqrt { 66 }
1875,1875.png,Find the measure of $\angle D$,46
1876,1876.png,"MNQR is a rectangle. If $N R=2 x+10$ and $N P=2 x-30$
find $M P$",40
1877,1877.png,Find $AF$.,10.8
1878,1878.png,Find x.,6 \sqrt { 3 }
1879,1879.png,Find $LM$.,12
1880,1880.png,Find the measure of $\angle 5$ if $\overline{A B} \perp \overline{B C}$.,64
1881,1881.png,Find $m \angle 3$.,29
1882,1882.png,Express the ratio of $\sin A$ as a decimal to the nearest hundredth.,0.80
1883,1883.png,Find $m \angle DH$.,162
1884,1884.png,"Find the measure of $RS$ of equilateral triangle $RST$ if $RS = x + 9$, $ST = 2x$, and $RT = 3x - 9$.",18
1885,1885.png,Find the measure of $\angle 3$.,42
1886,1886.png,"If $J L=27, B L=9,$ and $J K=18,$ find $J A$.",12
1887,1887.png,"If $\overline{RQ} \cong \overline{RS}$ and $ m ∠RQS  = 75 $, find $ m ∠R $.",30
1888,1888.png,"If QRST is a parallelogram, find $x$",5.4
1889,1889.png,Find BD,1.8
1890,1890.png,Find $b$ in the given parallelogram,4
1891,1891.png,"If $P T=y-3, P S=y+2, R S=12,$ and $Q S=16$
solve for $y$",\frac { 14 } { 3 }
1892,1892.png,"One side of a square is a diameter of a circle. The length of one side of the square is 5 feet. To the nearest hundredth, what is the probability that a point chosen at random is in the shaded region?",0.44
1893,1893.png,$\overline{XY}$ and $\overline{XZ}$ are midsegments of $\triangle RST$. Find $m \angle RYX$.,124
1894,1894.png,"If $m∠2 = 4x + 7$ and $m∠7 = 5x - 13$, find $x$.",20
1895,1895.png,Find x. Round to the nearest tenth if necessary.,28.1
1896,1896.png,Each pair of polygons is similar. Find CE,11.4
1897,1897.png,Find $y$.,3
1898,1898.png,Find the area of the trapezoid.,273
1899,1899.png,Find x. Round side measures to the nearest tenth.,15.1
1900,1900.png,Find y. Round to the nearest tenth.,25.9
1901,1901.png,Triangle $ABC$ is similar to triangle $DEF$. Find the scale factor.,\frac { 2 } { 1 }
1902,1902.png,Find the circumference of the figure. Round to the nearest tenth.,18.8
1903,1903.png,Find the area of the figure. Round to the nearest tenth if necessary.,21
1904,1904.png,Find the area of the figure. Round to the nearest tenth if necessary.,814
1905,1905.png,$J$ is the incenter of $\angle ABC$. Find $JF$.,9
